mls_hash,listing_source_master_id,address,city,state,zip,property_type,price,listed_dt,pend_dt,is_in_listings
-9013079749563078139,3700,W229N4435 Bridge St,PEWAUKEE,WI,53072,100,759900,,2023-06-02,False
-9012797483572711743,3700,937 Chesterwood Ct,PEWAUKEE,WI,53072,100,399900,,2023-06-02,False
-9012189981821250103,404000,710 Cedar Avenue,PITTSBURGH,PA,15212,100,625000,,2023-06-02,False
-9012083522462426115,369000,14660 Wingapo Drive,LANEXA,VA,23089,100,549950,,2023-06-02,False
-9008903550257837482,207000,140 Barker Camp Rd,DUNLAP,TN,37327,100,225000,,2023-06-02,False
-9007790188970378798,706000,3070 Abbotts Pointe DR,DULUTH,GA,30097,100,360000,,2023-06-02,False
-9007265780707914801,881000,78 Roton Ave,NORWALK,CT,06853,1300,1895000,,2023-06-02,False
-9006814355959984464,229000,7637 Spatterdock Dr,BOYNTON BEACH,FL,33437,200,525000,,2023-06-02,False
-9006701235818479602,881000,2 Bryan Rd,NORWALK,CT,06853,1300,1795000,,2023-06-02,False
-9005498024427176967,208000,3917 CENTER GATE CIR # 9,SARASOTA,FL,34233,200,370000,,2023-06-02,False
-9004688508174296837,208000,14254 STATE HIGHWAY 68 E,TEN MILE,TN,37880,100,115900,,2023-06-02,False
-9004230954063265575,322000,4365 Lower Honoapiilani Rd 908,LAHAINA,HI,96761,200,949000,,2023-06-02,False
-9003473604054307056,207000,22341 Elmira Boulevard,PORT CHARLOTTE,FL,33952,100,272990,,2023-06-02,False
-9002909020435681447,207000,23096 Bradford Avenue,PORT CHARLOTTE,FL,33952,100,264990,,2023-06-02,False
-9002524334751376503,208000,9594 GRAPHITE MOUNTAIN RD,HAGUE,NY,12836,100,198000,,2023-06-02,False
-9001923756764508162,664000,7097 Red Timber Rd,JACKSONVILLE,FL,32244,100,310990,,2023-06-02,False
-9001532880985018551,290000,14500 Garden Road,GOLDEN,CO,80401,100,1450000,,2023-06-02,False
-8997803746790706814,419000,128 Stokes Road,FLORA,MS,39071,100,376000,,2023-06-02,False
-8996365312246201329,874000,49 Etherton Lane,SPRINGFIELD,IL,62712,100,250000,,2023-06-02,False
-8995764665851956662,517000,811 Woodbine Lane,MARENGO,IL,60152,100,269000,,2023-06-02,False
-8993799529408732164,623000,2038 Strauss Street,BROOKLYN,NY,11212,200,899000,,2023-06-02,False
-8992122398080073089,290000,8701 Apache Plume Drive,PARKER,CO,80134,100,500000,,2023-06-02,False
-8989840174010263039,208000,35187 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,373090,,2023-06-02,False
-8989840169706575042,208000,35179 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,359830,,2023-06-02,False
-8989840169706509450,208000,35280 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,380235,,2023-06-02,False
-8989840161100314241,208000,35263 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,355545,,2023-06-02,False
-8989814151425411802,404000,1663 Wilson Avenue,INDIANA,PA,15701,100,129900,,2023-06-02,False
-8989557912323191051,208000,35479 BELLINGTON BLVD,ZEPHYRHILLS,FL,33541,1300,339685,,2023-06-02,False
-8989557886504015042,208000,35141 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,375250,,2023-06-02,False
-8989557882200589440,208000,35421 CRESCENT CREEK DR,ZEPHYRHILLS,FL,33541,1300,395925,,2023-06-02,False
-8988186837157602860,207000,Unit 100 Canterbury Unit 100,EPPING,NH,03042,1400,494900,,2023-06-02,False
-8987601941000181020,369000,2129 Laurel Drive,RIVERTON,NJ,08077,100,375000,,2023-06-02,False
-8984897817667897593,208000,4114 VERNON ST NE,SALEM,OR,97305,100,285000,,2023-06-02,False
-8983536477892387294,671000,821 Center ST,FULTON,MO,65251,100,175000,,2023-06-02,False
-8982675462642619342,208000,110 CENTURY VLG,NEW MARKET,VA,22844,100,149000,,2023-06-02,False
-8982395431125810714,347000,1002 Pasadena Drive,BRENTWOOD,TN,37027,100,1429900,,2023-06-02,False
-8982395431125810710,347000,2010 Seco Lane,BRENTWOOD,TN,37027,100,1504400,,2023-06-02,False
-8981818715807305115,664000,841 Observatory Pkwy,JACKSONVILLE,FL,32218,200,220990,,2023-06-02,False
-8981745352681527724,72000,734 E MONETA Avenue,PEORIA HEIGHTS,IL,61616,100,159900,,2023-06-02,False
-8981745344075201316,72000,5425 N HUMBOLDT Avenue,PEORIA HEIGHTS,IL,61616,100,149900,,2023-06-02,False
-8981745339772038120,72000,621 E SCIOTA Avenue,PEORIA HEIGHTS,IL,61616,100,199900,,2023-06-02,False
-8981745339771972518,72000,631 E MARIETTA Street,PEORIA HEIGHTS,IL,61616,100,149900,,2023-06-02,False
-8981745339771513329,72000,1100 E GLEN Avenue,PEORIA HEIGHTS,IL,61616,100,140000,,2023-06-02,False
-8981536467030837915,664000,13109 Bachara Way,JACKSONVILLE,FL,32218,200,232775,,2023-06-02,False
-8981515876146404649,3700,S15W37177 Willow Springs Dr,DOUSMAN,WI,53118,100,349900,,2023-06-02,False
-8981463082387932538,72000,1200 E PARIS Avenue,PEORIA HEIGHTS,IL,61616,100,99900,,2023-06-02,False
-8981463069478574125,72000,610 E MARIETTA Avenue,PEORIA HEIGHTS,IL,61616,100,109900,,2023-06-02,False
-8981463069478442933,72000,7313 N SAFFORD Drive,PEORIA HEIGHTS,IL,61616,100,29900,,2023-06-02,False
-8981463065175082934,72000,3910 N ATLANTIC Avenue,PEORIA HEIGHTS,IL,61616,100,49900,,2023-06-02,False
-8978216500185117839,756000,5609 Us 70,DURHAM,NC,27705,100,260000,,2023-06-02,False
-8977369607544625026,756000,3025 Rosebriar Drive,DURHAM,NC,27705,100,314800,,2023-06-02,False
-8977216470572904434,207000,64264 Lynn Avenue,BELMONT,OH,43718,100,63000,,2023-06-02,False
-8973660129448415110,208000,3542 HALIFAX SQ SE APT 9,SALEM,OR,97302,200,259900,,2023-06-02,False
-8971208314278843053,722000,1880 Tecumseh Trail SE,SMYRNA,GA,30080,100,419500,,2023-06-02,False
-8971022035071153564,207000,19 Third Avenue,WARRENSBURG,NY,12885,100,199900,,2023-06-02,False
-8969813125322035634,208000,2255 WESTON WAY,MERCED,CA,95340,100,325000,,2023-06-02,False
-8969779572217599143,881000,47 High Ridge Dr #47,VERNON ROCKVILLE,CT,06066,200,375000,,2023-06-02,False
-8969236899270711312,881000,50 Spring St,MERIDEN,CT,06451,1300,209900,,2023-06-02,False
-8968954607461037715,881000,125 Kensington Ave,MERIDEN,CT,06451,1300,199900,,2023-06-02,False
-8968954590248712902,881000,86 Conwell Rd,MERIDEN,CT,06451,1300,269900,,2023-06-02,False
-8968390036752229717,881000,470 New Hanover Ave,MERIDEN,CT,06451,1300,324900,,2023-06-02,False
-8968107719123576909,881000,146 Gwen Rd,MERIDEN,CT,06451,1300,290000,,2023-06-02,False
-8967798086367624401,229000,308 Brook Hollow Dr,HUNTSVILLE,TX,77340,100,399000,,2023-06-02,False
-8967679427379689546,347000,909 College St,PORTLAND,TN,37148,100,374900,,2023-06-02,False
-8966418978185578697,517000,369 Florine Court,CARY,IL,60013,100,499900,,2023-06-02,False
-8963552788226416476,837000,38121 117th Ave E,EATONVILLE,WA,98328,100,499999,,2023-06-02,False
-8962500859341573556,824000,8904 NE 15th AVE,VANCOUVER,WA,98665,200,339900,,2023-06-02,False
-8959512117669610908,545000,15 Aurora Ln 15,SALEM,MA,01970,200,529000,2023-06-02,2023-06-02,True
-8958947555567522910,545000,127 Derby Street 1,SALEM,MA,01970,200,369900,,2023-06-02,False
-8954099301327498927,229000,3467 Country Walk Dr,PORT ORANGE,FL,32129,100,330000,,2023-06-02,False
-8953748814506031418,242000,34798 Windsong,RICHMOND,MI,48062,200,265000,,2023-06-02,False
-8952953586267803248,72000,3510 N KINGSTON Drive #4,PEORIA,IL,61604,200,103000,,2023-06-02,False
-8952953586267606452,72000,3536 N SANDIA Drive #65,PEORIA,IL,61604,200,65900,,2023-06-02,False
-8952953581964508842,72000,3623 N STERLING Avenue #C-6,PEORIA,IL,61604,200,43500,,2023-06-02,False
-8952953564751724840,72000,3524 W RICHWOODS Boulevard #13,PEORIA,IL,61604,200,70000,,2023-06-02,False
-8952839688276093596,531000,4 Bentley Ln,BELLA VISTA,AR,72715,200,299000,,2023-06-02,False
-8952682259007468442,824000,560 N Pacific ST,ROCKAWAY BEACH,OR,97136,100,619000,,2023-06-02,False
-8948416325027651805,369000,3100 Old Stage Rd N Road,COATS,NC,27521,100,184900,,2023-06-02,False
-8947458138184173935,229000,18060 W Onyx Ave,WADDELL,AZ,85355,100,499900,,2023-06-02,False
-8946542556127488818,517000,1914 N Eastern Avenue,MCHENRY,IL,60050,100,229900,,2023-06-02,False
-8946260238498901614,517000,2309 Country Lane,MCHENRY,IL,60050,100,185000,,2023-06-02,False
-8946237237430365325,242000,909 8th Street,PORT HURON,MI,48060,100,85000,,2023-06-02,False
-8945954975743293342,242000,3175 Range Road,PORT HURON,MI,48060,100,209900,,2023-06-02,False
-8945757838984618775,208000,4965 LOOKOUT TRL # 238,CUSTER,MI,49405,200,89900,,2023-06-02,False
-8944962511702454516,513000,411 Fieldstone Lane,VENUS,TX,76084,100,319000,,2023-06-02,False
-8944475980181742120,486000,1806 Mckee St #A3,SAN DIEGO,CA,92110,200,749000,,2023-06-02,False
-8944397953903201713,513000,1112 Sumner Drive,VENUS,TX,76084,100,545000,,2023-06-02,False
-8944115636274220917,513000,103 Patton Lane,VENUS,TX,76084,100,315000,,2023-06-02,False
-8941015192509290949,722000,232 Whitley Crossing,ROCKMART,GA,30153,100,339900,,2023-06-02,False
-8940995644751975553,475000,3806 Pine Branch Dr,PEARLAND,TX,77581,100,749000,,2023-06-02,False
-8940980361269177275,706000,45 Clear Spring CT,OXFORD,GA,30054,100,429000,,2023-06-02,False
-8939827340530859797,816000,3355 NW Schneiders Crossing Rd,DOVER,OH,44622,100,399900,,2023-06-02,False
-8938557744988412558,517000,1869 County Road 2700 North Road,RANTOUL,IL,61866,100,270000,,2023-06-02,False
-8937651240909197216,756000,402 Penny Lane,MOREHEAD CITY,NC,28557,200,199900,,2023-06-02,False
-8937228695122339409,837000,10860 Warren Rd NW,SILVERDALE,WA,98383,100,705500,,2023-06-02,False
-8935579277928990302,229000,38360 Oaktree,MURRIETA,CA,92562,200,524900,,2023-06-02,False
-8934895345349773771,391000,2217 NW 59th Way #A,LAUDERHILL,FL,33313,200,119900,,2023-06-02,False
-8934838781329501066,207000,2617 Allgood Road,YADKINVILLE,NC,27055,100,259000,,2023-06-02,False
-8934838781329304276,207000,507 Sycamore Street,YADKINVILLE,NC,27055,100,219900,,2023-06-02,False
-8934361825302976885,591000,1026 W Pebble Beach CIRCLE,WINTER SPRINGS,FL,32708,100,449000,,2023-06-02,False
-8933851010145068261,207000,21436 Dawson Avenue,PORT CHARLOTTE,FL,33952,100,271990,,2023-06-02,False
-8933797245987448884,591000,109 Redtail PLACE,WINTER SPRINGS,FL,32708,100,435000,,2023-06-02,False
-8933357802879782829,621000,114 Lexington Ave #403,BROOKLYN,NY,11238,200,1175000,,2023-06-02,False
-8932525352529182865,208000,2224 INDIAN SHADOWS DR,TEN MILE,TN,37880,100,699900,,2023-06-02,False
-8932473979132331520,208000,140 RICE HILL RD,FREEDOM,NH,03836,100,299900,,2023-06-02,False
-8931874988995661872,207000,512 W Tarpon Boulevard NW,PORT CHARLOTTE,FL,33952,100,318990,,2023-06-02,False
-8931874984692761061,207000,628 Norwood Street NW,PORT CHARLOTTE,FL,33952,100,339990,,2023-06-02,False
-8931874984692695465,207000,3294 Ithaca Street,PORT CHARLOTTE,FL,33952,100,307990,,2023-06-02,False
-8931874984692695461,207000,22312 Buffalo Avenue,PORT CHARLOTTE,FL,33952,100,351990,,2023-06-02,False
-8931874984692564271,207000,218 Shadow Street NW,PORT CHARLOTTE,FL,33952,100,329990,,2023-06-02,False
-8931874984692564270,207000,226 Shadow Street NW,PORT CHARLOTTE,FL,33952,100,344990,,2023-06-02,False
-8930319864693007517,5300,7734 E 35Th Street,TUCSON,AZ,85710,200,255000,,2023-06-02,False
-8926816133997174220,837000,15707 4th Ave S #4-22,SEATTLE,WA,98148,200,250000,,2023-06-02,False
-8922023688690287485,598000,9 Tyonek Place,INDIAN HEAD,MD,20640,1400,398580,,2023-06-02,False
-8921581755142523771,207000,333 Hickey Boulevard Unit 201,DALY CITY,CA,94015,200,419000,,2023-06-02,False
-8920998054645199843,208000,19 W MAJESTIC PALM DRIVE # LOT 22,INLET BEACH,FL,32461,200,1750000,,2023-06-02,False
-8920734879714093385,207000,370 Imperial Unit 114,DALY CITY,CA,94015,200,250000,,2023-06-02,False
-8919888021498906181,207000,387 Imperial Way Unit 10,DALY CITY,CA,94015,200,375000,,2023-06-02,False
-8919605742599509380,207000,385 Mandarin Drive Unit 8,DALY CITY,CA,94015,200,460000,,2023-06-02,False
-8919605742599378187,207000,391 Mandarin Drive Unit 208,DALY CITY,CA,94015,200,330000,,2023-06-02,False
-8918926516716837845,310000,117 Brookwood Drive,VICKSBURG,MS,39183,100,235000,,2023-06-02,False
-8918846547967199279,207000,10A Trailside,EPPING,NH,03042,1400,399900,,2023-06-02,False
-8918846547967133686,207000,10B Trailside,EPPING,NH,03042,1400,399900,,2023-06-02,False
-8918846522147695277,207000,5B Trailside Unit 5B,EPPING,NH,03042,1400,394900,,2023-06-02,False
-8918564251854887275,207000,5A Trailside Unit 5A,EPPING,NH,03042,1400,409900,,2023-06-02,False
-8918281960045476077,207000,1A Trailside Unit 19B,EPPING,NH,03042,1400,409900,,2023-06-02,False
-8918281960045476075,207000,1B Trailside Unit 1B,EPPING,NH,03042,1400,409900,,2023-06-02,False
-8917717406549452079,207000,3B Trailside Unit 3B,EPPING,NH,03042,1400,419900,,2023-06-02,False
-8917717406549386485,207000,3A Trailside Unit 3A,EPPING,NH,03042,1400,424900,,2023-06-02,False
-8917717406549058489,207000,Unit 59 Canterbury Unit 59,EPPING,NH,03042,1400,560350,,2023-06-02,False
-8917152831536956089,207000,Unit 94 Canterbury Unit 94,EPPING,NH,03042,1400,503400,,2023-06-02,False
-8916908025612888756,300000,106 Dalton Street,BLACK MOUNTAIN,NC,28711,100,409900,,2023-06-02,False
-8916908004096351163,300000,3 & 5 Summit Drive,BLACK MOUNTAIN,NC,28711,100,727400,,2023-06-02,False
-8916870531121480887,207000,6B Trailside Unit 6B,EPPING,NH,03042,1400,419900,,2023-06-02,False
-8916678162403077284,513000,4719 Pin Oak Court,AUBREY,TX,76227,1300,504812,,2023-06-02,False
-8916678158100176484,513000,4749 Firewheel Court,AUBREY,TX,76227,1300,505851,,2023-06-02,False
-8916678158100045279,513000,4719 Firewheel Court,AUBREY,TX,76227,1300,416498,,2023-06-02,False
-8916639106451564290,671000,1542 Harbor Point,OSAGE BEACH,MO,65065,200,210000,,2023-06-02,False
-8916625746712967171,300000,92 Old Cove Road,BLACK MOUNTAIN,NC,28711,100,409900,,2023-06-02,False
-8916588260828148086,207000,Unit 70 Canterbury Unit 70,EPPING,NH,03042,1400,667400,,2023-06-02,False
-8916588260827754499,207000,6A Trailside Unit 6A,EPPING,NH,03042,1400,424900,,2023-06-02,False
-8916588256524788087,207000,6C Trailside Unit 6C,EPPING,NH,03042,1400,424900,,2023-06-02,False
-8916588256524722490,207000,Unit 65 Canterbury Unit 65,EPPING,NH,03042,1400,553400,,2023-06-02,False
-8916588226401858492,207000,Unit 72 Canterbury Unit 72,EPPING,NH,03042,1400,652400,,2023-06-02,False
-8916395857684307674,513000,1920 Pelham Drive,AUBREY,TX,76227,1300,516119,,2023-06-02,False
-8916395857684242078,513000,4718 Honeysuckle Court,AUBREY,TX,76227,1300,457714,,2023-06-02,False
-8916395857683979687,513000,1920 Dappled Grey Avenue,AUBREY,TX,76227,1300,511658,,2023-06-02,False
-8916395857683979680,513000,4742 Pin Oak Court,AUBREY,TX,76227,1300,522627,,2023-06-02,False
-8916356836158100300,671000,4800 Eagleview Dr,OSAGE BEACH,MO,65065,200,300000,,2023-06-02,False
-8916343450600458368,300000,151 Hilltop Road,BLACK MOUNTAIN,NC,28711,100,875000,,2023-06-02,False
-8915243032238999708,591000,1954 Datura St,SARASOTA,FL,34239,100,2099999,,2023-06-02,False
-8915243032238606114,591000,2165 Rose St,SARASOTA,FL,34239,100,405000,,2023-06-02,False
-8915243010722724504,591000,2115 Brookhaven Dr,SARASOTA,FL,34239,100,825000,,2023-06-02,False
-8914829137386855961,807000,2908 Autumn Grove Street,BOZEMAN,MT,59718,100,799900,,2023-06-02,False
-8914546875700243164,807000,3017 Tschache Lane,BOZEMAN,MT,59718,100,715000,,2023-06-02,False
-8914546862790687963,807000,424 Cayuse,BOZEMAN,MT,59718,100,995000,,2023-06-02,False
-8913694639508287393,764000,950 Overture DR,MONTGOMERY,AL,36117,100,300000,,2023-06-02,False
-8913694639507959400,764000,5731 OAKWILD DR,MONTGOMERY,AL,36117,100,175000,,2023-06-02,False
-8913412347698810599,764000,8082 ANSLEY TRCE,MONTGOMERY,AL,36117,100,237000,,2023-06-02,False
-8913412347698482601,764000,512 MITYLENE DR,MONTGOMERY,AL,36117,100,160000,,2023-06-02,False
-8913048174827227676,208000,308 W REYNOLDS ST,URBANA,OH,43078,100,239000,,2023-06-02,False
-8910849882231913350,811000,4412 Thistle Dr,SAN JOSE,CA,95136,100,1200000,,2023-06-02,False
-8910446860425780445,207000,3852 South Leigh Lane,ROGERSVILLE,MO,65742,100,1099900,,2023-06-02,False
-8910446860425583648,207000,878 Woodland Hills Avenue,ROGERSVILLE,MO,65742,100,220950,,2023-06-02,False
-8908876159356034241,756000,1418 Leon Street,DURHAM,NC,27705,100,235000,,2023-06-02,False
-8908593906276010243,756000,1412 Markham Avenue,DURHAM,NC,27705,100,1195000,,2023-06-02,False
-8908593901972650244,756000,3500 Guess Road,DURHAM,NC,27705,100,307000,,2023-06-02,False
-8908593880456899832,756000,3711 Stoneybrook Drive,DURHAM,NC,27705,100,1800000,,2023-06-02,False
-8908593871850442234,756000,6 Bittern Lane,DURHAM,NC,27705,100,965000,,2023-06-02,False
-8908593871849983037,756000,2807 Friendship Road,DURHAM,NC,27705,100,490000,,2023-06-02,False
-8908311605860075844,756000,2114 Club Boulevard,DURHAM,NC,27705,100,995000,,2023-06-02,False
-8908029331264104647,756000,1105 Georgia Avenue,DURHAM,NC,27705,100,850000,,2023-06-02,False
-8908029331263907842,756000,4007 Hillgrand Drive,DURHAM,NC,27705,100,352000,,2023-06-02,False
-8907992497387898101,486000,419 Josten Way,FALLBROOK,CA,92028,100,745000,2023-06-02,2023-06-02,True
-8906480785549586502,818000,10314 River Park Way,INDIANAPOLIS,IN,46234,100,276914,,2023-06-02,False
-8905821409236066605,602000,3251 Hidalgo LOOP,ROUND ROCK,TX,78665,100,485000,,2023-06-02,False
-8903999024481432678,242000,10165 Tuttlehill Road,MAYBEE,MI,48159,100,194900,,2023-06-02,False
-8899185970585231551,347000,102 Gentry Dr,PORTLAND,TN,37148,100,289900,,2023-06-02,False
-8897125019037677114,814000,2480 S Naples Way,AURORA,CO,80013,100,489000,,2023-06-02,False
-8897081832020737912,513000,116 Valverde Lane,ALVARADO,TX,76009,100,303000,,2023-06-02,False
-8896716079564585143,208000,338 COUNTY ROAD 135,ATHENS,TN,37303,500,234000,,2023-06-02,False
-8895398556681532851,811000,2151 Oakland Rd 435,SAN JOSE,CA,95131,500,349900,,2023-06-02,False
-8894276007726253084,208000,70 NEWBERRY ST,PONTIAC,MI,48341,300,269900,,2023-06-02,False
-8894276007726253083,208000,253 W WILSON AVE,PONTIAC,MI,48341,300,229900,,2023-06-02,False
-8894055624614485761,208000,1021 PRAIRIE DR UNIT 103,RACINE,WI,53406,200,158900,,2023-06-02,False
-8894028356877502837,817000,536 Sycamore Creek Street,PICKERINGTON,OH,43147,100,351900,,2023-06-02,False
-8894028352574798829,817000,11833 Eddington Avenue,PICKERINGTON,OH,43147,100,439900,,2023-06-02,False
-8894028352574733227,817000,340 E Columbus Street,PICKERINGTON,OH,43147,100,324900,,2023-06-02,False
-8894028343967882040,817000,12038 Peppermill Lane,PICKERINGTON,OH,43147,100,299900,,2023-06-02,False
-8894028331058326830,817000,148 Kohler Street,PICKERINGTON,OH,43147,100,588395,,2023-06-02,False
-8894028326755426024,817000,221 Partridge Court,PICKERINGTON,OH,43147,100,613365,,2023-06-02,False
-8894028326755426021,817000,177 Kohler Street,PICKERINGTON,OH,43147,100,526550,,2023-06-02,False
-8894028326755360427,817000,320 Sandhill Crane Street,PICKERINGTON,OH,43147,100,525886,,2023-06-02,False
-8891516664770560394,664000,7177 Red Timber Rd,JACKSONVILLE,FL,32244,300,371990,,2023-06-02,False
-8890186201109074809,207000,312 Jefferson Avenue,CHELTENHAM,PA,19012,300,275000,,2023-06-02,False
-8890186201109074807,207000,314 Jefferson Avenue,CHELTENHAM,PA,19012,300,275000,,2023-06-02,False
-8889849249511315572,3700,1905 N Water St 409,MILWAUKEE,WI,53202,200,274900,,2023-06-02,False
-8889748440540940522,595000,10401 Shadyside Ln,CINCINNATI,OH,45249,100,475000,,2023-06-02,False
-8889748414721502116,595000,5626 Hunters Lk,CINCINNATI,OH,45249,100,430000,,2023-06-02,False
-8889132911469999870,591000,13328 Sunset Sapphire Ct,PARRISH,FL,34219,100,393585,,2023-06-02,False
-8889132885650561464,591000,7712 Twinleaf TERRACE,PARRISH,FL,34219,100,366490,,2023-06-02,False
-8888415083307109035,229000,24530 Switchgrass Vly Wy,KATY,TX,77493,1300,691727,,2023-06-02,False
-8886482931283198958,487000,932 Laurel Hill Rd,KNOXVILLE,TN,37923,100,429000,,2023-06-02,False
-8886482931283067767,487000,1033 Westland Creek Blvd,KNOXVILLE,TN,37923,100,595395,,2023-06-02,False
-8886200673899683768,487000,1406 Barcelona Drive,KNOXVILLE,TN,37923,100,349900,,2023-06-02,False
-8885886863188150739,208000,4509 S SHERI CT # A,SPOKANE,WA,99223,200,250000,,2023-06-02,False
-8885604614410633952,208000,2311 S JELSA ROSA LN,SPOKANE,WA,99223,200,870000,,2023-06-02,False
-8884285627344607421,785000,1450 Rock Ridge Court,COLORADO SPRINGS,CO,80918,100,600000,,2023-06-02,False
-8882561989282461027,837000,15143 Sunset Ln,MOUNT VERNON,WA,98273,100,500000,,2023-06-02,False
-8882429285853252862,881000,156 Union St,VERNON ROCKVILLE,CT,06066,1300,239000,,2023-06-02,False
